ref_perturbation,ref_target,num_ha_perturbed,newlig1_smi,newlig2_smi,input_smarts
CHEMBL3265006~CHEMBL3265010,syk,2,CNc1ccccc1,COc1ccccc1,N[1*]C~c[1*]OC
CHEMBL3265006~CHEMBL3265025,syk,5,CNC(=O)c1ccccc1,O=C1COc2ccccc2N1,c[1*]C(=O)NC~c[1*]NC(=O)CO[2*]
CHEMBL3265006~CHEMBL3265032,syk,9,CNC(=O)c1cccc(OC)c1OC,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]C(=O)NC.c[2*]OC.c[3*]OC~c[3*]N1CCOCC1.c[1*]:cn[nH]:[2*]
CHEMBL3265006~CHEMBL3265023,syk,1,CNC(=O)c1ccccc1,Cn1ncc2ccccc21,c[1*]C(=O)NC~c[1*]:n(C)nc:[2*]
CHEMBL3265006~CHEMBL3265016,syk,1,CNC(=O)c1ccccc1,c1ccc2[nH]ccc2c1,c[1*]C(=O)NC~c[1*]:cc[nH]:[2*]
CHEMBL3265006~CHEMBL3265024,syk,5,CNC(=O)c1ccccc1,O=C1COc2ccccc2N1,c[1*]C(=O)NC~c[1*]OCC(=O)N[2*]
CHEMBL3265006~CHEMBL3265017,syk,1,CNC(=O)c1ccccc1,c1ccc2[nH]ncc2c1,c[1*]C(=O)NC~c[1*]:cn[nH]:[2*]
CHEMBL3265006~CHEMBL3264996,syk,10,CNc1ccccc1,COC(=O)c1ccc(Nc2ccccc2)cc1,N[1*]C~N[1*]c1ccc(C(=O)OC)cc1
CHEMBL3265006~CHEMBL3265037,syk,7,CNC(=O)c1ccccc1OC,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]C(=O)NC.c[2*]OC~c[1*]:cn[nH]:[2*].c[3*]N1CCOCC1
CHEMBL3265006~CHEMBL3264999,syk,9,CNc1ccccc1,NC(=O)c1ccc(Nc2ccccc2)cc1,N[1*]C~N[1*]c1ccc(C(N)=O)cc1
CHEMBL3265006~CHEMBL3265035,syk,8,CNC(=O)c1cccc(OC)c1OC,CN(CCO)c1cccc2[nH]ncc12,c[1*]C(=O)NC.c[2*]OC.c[3*]OC~c[3*]N(C)CCO.c[1*]:cn[nH]:[2*]
CHEMBL3265019~CHEMBL3265026,syk,1,c1ccc2[nH]nnc2c1,c1ccc2c(c1)NCCO2,c[1*]:nn[nH]:[2*]~c[1*]OCCN[2*]
CHEMBL3265019~CHEMBL3265009,syk,7,c1ccc2[nH]nnc2c1,Cc1ccccc1C(N)=O,c[1*]:nn[nH]:[2*]~c[1*]C.c[2*]C(N)=O
CHEMBL3265019~CHEMBL3265027,syk,10,COc1ccc2[nH]nnc2c1OC,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]:nn[nH]:[4*].c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265019~CHEMBL3265020,syk,1,c1ccc2[nH]nnc2c1,c1ccc2[nH]ccc2c1,c[1*]:nn[nH]:[2*]~c[1*]:[nH]cc:[2*]
CHEMBL3265019~CHEMBL3265011,syk,5,c1ccc2[nH]nnc2c1,Cc1ccccc1C(N)=O,c[1*]:nn[nH]:[2*]~c[2*]C.c[1*]C(N)=O
CHEMBL3265019~CHEMBL3259820,syk,4,c1ccc2[nH]nnc2c1,NC(=O)c1ccccc1,c[1*]:nn[nH]:[2*]~c[1*]C(N)=O
CHEMBL3265019~CHEMBL3265021,syk,1,c1ccc2[nH]nnc2c1,c1ccc2[nH]ncc2c1,c[1*]:nn[nH]:[2*]~c[1*]:[nH]nc:[2*]
CHEMBL3265019~CHEMBL3265012,syk,5,c1ccc2[nH]nnc2c1,NC(=O)c1ccccc1F,c[1*]:nn[nH]:[2*]~c[1*]C(N)=O.c[2*]F
CHEMBL3265019~CHEMBL3265013,syk,5,c1ccc2[nH]nnc2c1,Cc1ccccc1C(N)=O,c[1*]:nn[nH]:[2*]~c[1*]C(N)=O.c[2*]C
CHEMBL3265019~CHEMBL3265029,syk,8,COc1cccc2[nH]nnc12,c1ccc2[nH]ncc2c1,c[2*]:nn[nH]:[3*].c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265019~CHEMBL3265010,syk,7,c1ccc2[nH]nnc2c1,COc1ccccc1C(N)=O,c[1*]:nn[nH]:[2*]~c[1*]OC.c[2*]C(N)=O
CHEMBL3265019~CHEMBL3265025,syk,5,c1ccc2[nH]nnc2c1,O=C1COc2ccccc2N1,c[1*]:nn[nH]:[2*]~c[1*]NC(=O)CO[2*]
CHEMBL3265019~CHEMBL3265023,syk,1,c1ccc2[nH]nnc2c1,Cn1ncc2ccccc21,c[1*]:nn[nH]:[2*]~c[1*]:n(C)nc:[2*]
CHEMBL3265019~CHEMBL3265016,syk,1,c1ccc2[nH]nnc2c1,c1ccc2[nH]ccc2c1,c[1*]:nn[nH]:[2*]~c[1*]:cc[nH]:[2*]
CHEMBL3265019~CHEMBL3265024,syk,5,c1ccc2[nH]nnc2c1,O=C1COc2ccccc2N1,c[1*]:nn[nH]:[2*]~c[1*]OCC(=O)N[2*]
CHEMBL3265019~CHEMBL3265028,syk,8,COc1cccc2[nH]nnc12,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]:nn[nH]:[3*]~c[1*]:cn[nH]:[2*]
CHEMBL3265019~CHEMBL3265017,syk,1,c1ccc2[nH]nnc2c1,c1ccc2[nH]ncc2c1,c[1*]:nn[nH]:[2*]~c[1*]:cn[nH]:[2*]
CHEMBL3265019~CHEMBL3265037,syk,7,COc1cccc2[nH]nnc12,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]OC.c[2*]:nn[nH]:[3*]~c[2*]:cn[nH]:[3*].c[1*]N1CCOCC1
CHEMBL3265026~CHEMBL3265009,syk,7,c1ccc2c(c1)NCCO2,Cc1ccccc1C(N)=O,c[1*]OCCN[2*]~c[1*]C.c[2*]C(N)=O
CHEMBL3265026~CHEMBL3265027,syk,10,COc1ccc2c(c1OC)OCCN2,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]OCCN[4*].c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265026~CHEMBL3265020,syk,1,c1ccc2c(c1)NCCO2,c1ccc2[nH]ccc2c1,c[1*]OCCN[2*]~c[1*]:[nH]cc:[2*]
CHEMBL3265026~CHEMBL3265011,syk,5,c1ccc2c(c1)NCCO2,Cc1ccccc1C(N)=O,c[1*]OCCN[2*]~c[2*]C.c[1*]C(N)=O
CHEMBL3265026~CHEMBL3259820,syk,4,c1ccc2c(c1)NCCO2,NC(=O)c1ccccc1,c[1*]OCCN[2*]~c[1*]C(N)=O
CHEMBL3265026~CHEMBL3265021,syk,1,c1ccc2c(c1)NCCO2,c1ccc2[nH]ncc2c1,c[1*]OCCN[2*]~c[1*]:[nH]nc:[2*]
CHEMBL3265026~CHEMBL3265012,syk,5,c1ccc2c(c1)NCCO2,NC(=O)c1ccccc1F,c[1*]OCCN[2*]~c[1*]C(N)=O.c[2*]F
CHEMBL3265026~CHEMBL3265013,syk,5,c1ccc2c(c1)NCCO2,Cc1ccccc1C(N)=O,c[1*]OCCN[2*]~c[1*]C(N)=O.c[2*]C
CHEMBL3265026~CHEMBL3265029,syk,8,COc1cccc2c1OCCN2,c1ccc2[nH]ncc2c1,c[2*]OCCN[3*].c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265026~CHEMBL3265010,syk,7,c1ccc2c(c1)NCCO2,COc1ccccc1C(N)=O,c[1*]OCCN[2*]~c[1*]OC.c[2*]C(N)=O
CHEMBL3265026~CHEMBL3265025,syk,5,c1ccc2c(c1)NCCO2,O=C1COc2ccccc2N1,c[1*]OCCN[2*]~c[1*]NC(=O)CO[2*]
CHEMBL3265026~CHEMBL3265023,syk,1,c1ccc2c(c1)NCCO2,Cn1ncc2ccccc21,c[1*]OCCN[2*]~c[1*]:n(C)nc:[2*]
CHEMBL3265026~CHEMBL3265016,syk,1,c1ccc2c(c1)NCCO2,c1ccc2[nH]ccc2c1,c[1*]OCCN[2*]~c[1*]:cc[nH]:[2*]
CHEMBL3265026~CHEMBL3265024,syk,1,c1ccccc1,O=Cc1ccccc1,~C[1*]=O
CHEMBL3265026~CHEMBL3265028,syk,8,COc1cccc2c1OCCN2,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]OCCN[3*]~c[1*]:cn[nH]:[2*]
CHEMBL3265026~CHEMBL3265017,syk,1,c1ccc2c(c1)NCCO2,c1ccc2[nH]ncc2c1,c[1*]OCCN[2*]~c[1*]:cn[nH]:[2*]
CHEMBL3265026~CHEMBL3265037,syk,7,COc1cccc2c1OCCN2,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]OC.c[2*]OCCN[3*]~c[2*]:cn[nH]:[3*].c[1*]N1CCOCC1
CHEMBL3265009~CHEMBL3265027,syk,10,COc1ccc(OC)c(C(N)=O)c1C,c1ccc2[nH]ncc2c1,c[1*]OC.c[3*]C.c[4*]C(N)=O.c[2*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265009~CHEMBL3265020,syk,7,Cc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[1*]C.c[2*]C(N)=O~c[1*]:[nH]cc:[2*]
CHEMBL3265009~CHEMBL3259820,syk,4,NC(=O)c1ccccc1,NCc1ccccc1C=O,c[1*]C(N)=O~C[2*]=O.C[1*]N
CHEMBL3265009~CHEMBL3265021,syk,7,Cc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]C.c[2*]C(N)=O~c[1*]:[nH]nc:[2*]
CHEMBL3265009~CHEMBL3265012,syk,5,NC(=O)c1ccccc1,NCC1C(=O)CCCC1CF,c[1*]C(N)=O~c[2*]=O.C[3*]N.C[1*]F
CHEMBL3265009~CHEMBL3265013,syk,2,NCc1ccccc1C=O,NCc1ccccc1C=O,C[1*]=O.C[2*]N~C[1*]=O.C[2*]N
CHEMBL3265009~CHEMBL3265029,syk,8,COc1cccc(C)c1C(N)=O,c1ccc2[nH]ncc2c1,c[2*]C.c[3*]C(N)=O.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265009~CHEMBL3265025,syk,8,Cc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[1*]C.c[2*]C(N)=O~c[1*]NC(=O)CO[2*]
CHEMBL3265009~CHEMBL3265023,syk,7,Cc1ccccc1C(N)=O,Cn1ncc2ccccc21,c[1*]C.c[2*]C(N)=O~c[1*]:n(C)nc:[2*]
CHEMBL3265009~CHEMBL3265016,syk,7,Cc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[1*]C.c[2*]C(N)=O~c[1*]:cc[nH]:[2*]
CHEMBL3265009~CHEMBL3265024,syk,8,Cc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[1*]C.c[2*]C(N)=O~c[1*]OCC(=O)N[2*]
CHEMBL3265009~CHEMBL3265028,syk,8,COc1cccc(C(N)=O)c1C,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]C.c[3*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265009~CHEMBL3265017,syk,7,Cc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]C.c[2*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3265009~CHEMBL3264996,syk,10,Cc1ccccc1,COC(=O)c1ccc(Nc2ccccc2)cc1,c[1*]C~N[1*]c1ccc(C(=O)OC)cc1
CHEMBL3265009~CHEMBL3264999,syk,9,Cc1ccccc1,NC(=O)c1ccc(Nc2ccccc2)cc1,c[1*]C~N[1*]c1ccc(C(N)=O)cc1
CHEMBL3265027~CHEMBL3265020,syk,10,c1ccc2[nH]ncc2c1,COc1ccc2cc[nH]c2c1OC,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]:[nH]cc:[4*].c[2*]OC
CHEMBL3265027~CHEMBL3265011,syk,10,c1ccc2[nH]ncc2c1,COc1ccc(OC)c(C(N)=O)c1C,c[1*]:cn[nH]:[2*]~c[1*]OC.c[4*]C.c[3*]C(N)=O.c[2*]OC
CHEMBL3265027~CHEMBL3265031,syk,8,c1ccccc1,CC1(O)CCN(c2ccccc2)CC1,~c[1*]N1CCC(C)(O)CC1
CHEMBL3265027~CHEMBL3259820,syk,9,c1ccc2[nH]ncc2c1,COc1cccc(OC)c1C(N)=O,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]C(N)=O.c[2*]OC
CHEMBL3265027~CHEMBL3265021,syk,10,c1ccc2[nH]ncc2c1,COc1ccc2cn[nH]c2c1OC,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]:[nH]nc:[4*].c[2*]OC
CHEMBL3265027~CHEMBL3265012,syk,10,c1ccc2[nH]ncc2c1,COc1ccc(OC)c(C(N)=O)c1F,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]C(N)=O.c[4*]F.c[2*]OC
CHEMBL3265027~CHEMBL3265013,syk,10,c1ccc2[nH]ncc2c1,COc1ccc(OC)c(C(N)=O)c1C,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]C(N)=O.c[4*]C.c[2*]OC
CHEMBL3265027~CHEMBL3265034,syk,6,c1ccccc1,c1ccc(C2CCOCC2)cc1,~c[1*]C1CCOCC1
CHEMBL3265027~CHEMBL3265032,syk,6,c1ccccc1,c1ccc(N2CCOCC2)cc1,~c[1*]N1CCOCC1
CHEMBL3265027~CHEMBL3265023,syk,10,c1ccc2[nH]ncc2c1,COc1ccc2cnn(C)c2c1OC,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]:n(C)nc:[4*].c[2*]OC
CHEMBL3265027~CHEMBL3265016,syk,10,c1ccc2[nH]ncc2c1,COc1ccc2[nH]ccc2c1OC,c[1*]:cn[nH]:[2*]~c[1*]OC.c[3*]:cc[nH]:[4*].c[2*]OC
CHEMBL3265027~CHEMBL3265017,syk,4,c1ccccc1,COc1ccccc1OC,~c[1*]OC.c[2*]OC
CHEMBL3265027~CHEMBL3265037,syk,8,c1ccccc1,COc1ccccc1N1CCOCC1,~c[1*]OC.c[2*]N1CCOCC1
CHEMBL3265027~CHEMBL3265035,syk,5,c1ccccc1,CN(CCO)c1ccccc1,~c[1*]N(C)CCO
CHEMBL3265020~CHEMBL3265011,syk,5,c1ccc2[nH]ccc2c1,Cc1ccccc1C(N)=O,c[1*]:[nH]cc:[2*]~c[2*]C.c[1*]C(N)=O
CHEMBL3265020~CHEMBL3259820,syk,4,c1ccc2[nH]ccc2c1,NC(=O)c1ccccc1,c[1*]:[nH]cc:[2*]~c[1*]C(N)=O
CHEMBL3265020~CHEMBL3265021,syk,1,c1ccc2[nH]ccc2c1,c1ccc2[nH]ncc2c1,c[1*]:[nH]cc:[2*]~c[1*]:[nH]nc:[2*]
CHEMBL3265020~CHEMBL3265012,syk,5,c1ccc2[nH]ccc2c1,NC(=O)c1ccccc1F,c[1*]:[nH]cc:[2*]~c[1*]C(N)=O.c[2*]F
CHEMBL3265020~CHEMBL3265013,syk,5,c1ccc2[nH]ccc2c1,Cc1ccccc1C(N)=O,c[1*]:[nH]cc:[2*]~c[1*]C(N)=O.c[2*]C
CHEMBL3265020~CHEMBL3265029,syk,8,COc1cccc2cc[nH]c12,c1ccc2[nH]ncc2c1,c[2*]:[nH]cc:[3*].c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265020~CHEMBL3265010,syk,7,c1ccc2[nH]ccc2c1,COc1ccccc1C(N)=O,c[1*]:[nH]cc:[2*]~c[1*]OC.c[2*]C(N)=O
CHEMBL3265020~CHEMBL3265025,syk,5,c1ccc2[nH]ccc2c1,O=C1COc2ccccc2N1,c[1*]:[nH]cc:[2*]~c[1*]NC(=O)CO[2*]
CHEMBL3265020~CHEMBL3265023,syk,1,c1ccc2[nH]ccc2c1,Cn1ncc2ccccc21,c[1*]:[nH]cc:[2*]~c[1*]:n(C)nc:[2*]
CHEMBL3265020~CHEMBL3265016,syk,1,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,c[1*]:[nH]cc:[2*]~c[1*]:cc[nH]:[2*]
CHEMBL3265020~CHEMBL3265024,syk,5,c1ccc2[nH]ccc2c1,O=C1COc2ccccc2N1,c[1*]:[nH]cc:[2*]~c[1*]OCC(=O)N[2*]
CHEMBL3265020~CHEMBL3265028,syk,8,COc1cccc2cc[nH]c12,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]:[nH]cc:[3*]~c[1*]:cn[nH]:[2*]
CHEMBL3265020~CHEMBL3265017,syk,1,c1ccc2[nH]ccc2c1,c1ccc2[nH]ncc2c1,c[1*]:[nH]cc:[2*]~c[1*]:cn[nH]:[2*]
CHEMBL3265020~CHEMBL3265037,syk,7,COc1cccc2cc[nH]c12,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]OC.c[2*]:[nH]cc:[3*]~c[2*]:cn[nH]:[3*].c[1*]N1CCOCC1
CHEMBL3265011~CHEMBL3265012,syk,2,Cc1ccccc1C(N)=O,NC(=O)c1ccccc1F,c[2*]C.c[1*]C(N)=O~c[1*]C(N)=O.c[2*]F
CHEMBL3265011~CHEMBL3265013,syk,5,CCc1cccc(N)c1C=O,NC(=O)c1ccccc1,C[1*]C.C[2*]=O.c[3*]N~c[1*]C(N)=O
CHEMBL3265031~CHEMBL3265034,syk,8,CC1(O)CCN(c2ccccc2)CC1,c1ccc(C2CCOCC2)cc1,c[1*]N1CCC(C)(O)CC1~c[1*]C1CCOCC1
CHEMBL3265031~CHEMBL3265029,syk,8,CC1(O)CCN(c2ccccc2)CC1,COc1ccccc1,c[1*]N1CCC(C)(O)CC1~c[1*]OC
CHEMBL3265031~CHEMBL3265032,syk,7,CC1(O)CCc2ccccc2C1,c1ccc2c(c1)CCOC2,N[1*]CCC(C)(O)CC[2*]~N[1*]CCOCC[2*]
CHEMBL3265031~CHEMBL3265017,syk,10,CC1(O)CCN(c2ccccc2)CC1,COc1ccccc1OC,c[1*]N1CCC(C)(O)CC1~c[1*]OC.c[2*]OC
CHEMBL3265031~CHEMBL3265037,syk,9,CC1(O)CCc2ccccc2C1,COc1cccc2c1COCC2,N[1*]CCC(C)(O)CC[2*]~c[3*]OC.N[1*]CCOCC[2*]
CHEMBL3265031~CHEMBL3265035,syk,8,CC1(O)CCN(c2ccccc2)CC1,CN(CCO)c1ccccc1,c[1*]N1CCC(C)(O)CC1~c[1*]N(C)CCO
CHEMBL3259820~CHEMBL3265021,syk,4,NC(=O)c1ccccc1,c1ccc2[nH]ncc2c1,c[1*]C(N)=O~c[1*]:[nH]nc:[2*]
CHEMBL3259820~CHEMBL3265029,syk,7,COc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[2*]C(N)=O.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3259820~CHEMBL3265010,syk,6,NC(=O)c1ccccc1,COc1ccccc1C(N)=O,c[1*]C(N)=O~c[1*]OC.c[2*]C(N)=O
CHEMBL3259820~CHEMBL3265025,syk,5,NC(=O)c1ccccc1,O=C1COc2ccccc2N1,c[1*]C(N)=O~c[1*]NC(=O)CO[2*]
CHEMBL3259820~CHEMBL3265023,syk,4,NC(=O)c1ccccc1,Cn1ncc2ccccc21,c[1*]C(N)=O~c[1*]:n(C)nc:[2*]
CHEMBL3259820~CHEMBL3265016,syk,4,NC(=O)c1ccccc1,c1ccc2[nH]ccc2c1,c[1*]C(N)=O~c[1*]:cc[nH]:[2*]
CHEMBL3259820~CHEMBL3265024,syk,5,NC(=O)c1ccccc1,O=C1COc2ccccc2N1,c[1*]C(N)=O~c[1*]OCC(=O)N[2*]
CHEMBL3259820~CHEMBL3265028,syk,7,COc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3259820~CHEMBL3265017,syk,4,NC(=O)c1ccccc1,c1ccc2[nH]ncc2c1,c[1*]C(N)=O~c[1*]:cn[nH]:[2*]
CHEMBL3259820~CHEMBL3265037,syk,10,COc1ccccc1C(N)=O,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]OC.c[2*]C(N)=O~c[2*]:cn[nH]:[3*].c[1*]N1CCOCC1
CHEMBL3265021~CHEMBL3265012,syk,5,c1ccc2[nH]ncc2c1,NC(=O)c1ccccc1F,c[1*]:[nH]nc:[2*]~c[1*]C(N)=O.c[2*]F
CHEMBL3265021~CHEMBL3265005,syk,4,c1ccc2[nH]ncc2c1,NC(=O)c1ccccc1,c[1*]:[nH]nc:[2*]~c[1*]C(N)=O
CHEMBL3265021~CHEMBL3265013,syk,5,c1ccc2[nH]ncc2c1,Cc1ccccc1C(N)=O,c[1*]:[nH]nc:[2*]~c[1*]C(N)=O.c[2*]C
CHEMBL3265021~CHEMBL3265029,syk,8,COc1cccc2cn[nH]c12,c1ccc2[nH]ncc2c1,c[2*]:[nH]nc:[3*].c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265021~CHEMBL3265010,syk,7,c1ccc2[nH]ncc2c1,COc1ccccc1C(N)=O,c[1*]:[nH]nc:[2*]~c[1*]OC.c[2*]C(N)=O
CHEMBL3265021~CHEMBL3265025,syk,5,c1ccc2[nH]ncc2c1,O=C1COc2ccccc2N1,c[1*]:[nH]nc:[2*]~c[1*]NC(=O)CO[2*]
CHEMBL3265021~CHEMBL3265016,syk,1,c1ccc2[nH]ncc2c1,c1ccc2[nH]ccc2c1,c[1*]:[nH]nc:[2*]~c[1*]:cc[nH]:[2*]
CHEMBL3265021~CHEMBL3265024,syk,5,c1ccc2[nH]ncc2c1,O=C1COc2ccccc2N1,c[1*]:[nH]nc:[2*]~c[1*]OCC(=O)N[2*]
CHEMBL3265021~CHEMBL3265028,syk,8,COc1cccc2cn[nH]c12,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]:[nH]nc:[3*]~c[1*]:cn[nH]:[2*]
CHEMBL3265021~CHEMBL3265017,syk,1,c1ccc2[nH]ncc2c1,c1ccc2[nH]ncc2c1,c[1*]:[nH]nc:[2*]~c[1*]:cn[nH]:[2*]
CHEMBL3265021~CHEMBL3265037,syk,7,COc1cccc2cn[nH]c12,c1cc(N2CCOCC2)c2cn[nH]c2c1,c[1*]OC.c[2*]:[nH]nc:[3*]~c[2*]:cn[nH]:[3*].c[1*]N1CCOCC1
CHEMBL3265002~CHEMBL3264996,syk,6,c1ccc(-c2ncc[nH]2)cc1,COC(=O)c1ccccc1,c[1*]c1ncc[nH]1~c[1*]C(=O)OC
CHEMBL3265002~CHEMBL3264999,syk,6,c1ccc(-c2ncc[nH]2)cc1,NC(=O)c1ccccc1,c[1*]c1ncc[nH]1~c[1*]C(N)=O
CHEMBL3265012~CHEMBL3265005,syk,2,NC(=O)c1ccccc1F,NC(=O)c1ccccc1,c[1*]C(N)=O.c[2*]F~c[1*]C(N)=O
CHEMBL3265012~CHEMBL3265029,syk,8,COc1cccc(C(N)=O)c1F,c1ccc2[nH]ncc2c1,c[2*]C(N)=O.c[3*]F.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265012~CHEMBL3265010,syk,6,NC(=O)c1ccccc1F,COc1ccccc1C(N)=O,c[1*]C(N)=O.c[2*]F~c[1*]OC.c[2*]C(N)=O
CHEMBL3265012~CHEMBL3265025,syk,6,NC(=O)c1ccccc1F,O=C1COc2ccccc2N1,c[1*]C(N)=O.c[2*]F~c[1*]NC(=O)CO[2*]
CHEMBL3265012~CHEMBL3265023,syk,5,NC(=O)c1ccccc1F,Cn1ncc2ccccc21,c[1*]C(N)=O.c[2*]F~c[1*]:n(C)nc:[2*]
CHEMBL3265012~CHEMBL3265016,syk,5,NC(=O)c1ccccc1F,c1ccc2[nH]ccc2c1,c[1*]C(N)=O.c[2*]F~c[1*]:cc[nH]:[2*]
CHEMBL3265012~CHEMBL3265024,syk,6,NC(=O)c1ccccc1F,O=C1COc2ccccc2N1,c[1*]C(N)=O.c[2*]F~c[1*]OCC(=O)N[2*]
CHEMBL3265012~CHEMBL3265028,syk,8,COc1cccc(F)c1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]C(N)=O.c[3*]F~c[1*]:cn[nH]:[2*]
CHEMBL3265012~CHEMBL3265017,syk,5,NC(=O)c1ccccc1F,c1ccc2[nH]ncc2c1,c[1*]C(N)=O.c[2*]F~c[1*]:cn[nH]:[2*]
CHEMBL3265005~CHEMBL3265013,syk,4,NCc1ccccc1C=O,NC(=O)c1ccccc1,C[1*]=O.C[2*]N~c[1*]C(N)=O
CHEMBL3265005~CHEMBL3264996,syk,10,c1ccccc1,COC(=O)c1ccc(Nc2ccccc2)cc1,~N[1*]c1ccc(C(=O)OC)cc1
CHEMBL3265005~CHEMBL3264999,syk,9,c1ccccc1,NC(=O)c1ccc(Nc2ccccc2)cc1,~N[1*]c1ccc(C(N)=O)cc1
CHEMBL3265013~CHEMBL3265029,syk,8,COc1cccc(C(N)=O)c1C,c1ccc2[nH]ncc2c1,c[2*]C(N)=O.c[3*]C.c[1*]OC~c[1*]:cn[nH]:[2*]
CHEMBL3265013~CHEMBL3265010,syk,5,NC(=O)c1ccccc1,COCc1cccc(N)c1C=O,c[1*]C(N)=O~C[1*]OC.C[2*]=O.c[3*]N
CHEMBL3265013~CHEMBL3265025,syk,6,Cc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[1*]C(N)=O.c[2*]C~c[1*]NC(=O)CO[2*]
CHEMBL3265013~CHEMBL3265023,syk,5,Cc1ccccc1C(N)=O,Cn1ncc2ccccc21,c[1*]C(N)=O.c[2*]C~c[1*]:n(C)nc:[2*]
CHEMBL3265013~CHEMBL3265016,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]ccc2c1,c[1*]C(N)=O.c[2*]C~c[1*]:cc[nH]:[2*]
CHEMBL3265013~CHEMBL3265024,syk,6,Cc1ccccc1C(N)=O,O=C1COc2ccccc2N1,c[1*]C(N)=O.c[2*]C~c[1*]OCC(=O)N[2*]
CHEMBL3265013~CHEMBL3265028,syk,8,COc1cccc(C)c1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]OC.c[2*]C(N)=O.c[3*]C~c[1*]:cn[nH]:[2*]
CHEMBL3265013~CHEMBL3265017,syk,5,Cc1ccccc1C(N)=O,c1ccc2[nH]ncc2c1,c[1*]C(N)=O.c[2*]C~c[1*]:cn[nH]:[2*]
CHEMBL3265034~CHEMBL3265029,syk,6,c1ccc(C2CCOCC2)cc1,COc1ccccc1,c[1*]C1CCOCC1~c[1*]OC
CHEMBL3265034~CHEMBL3265032,syk,1,c1ccc(C2CCOCC2)cc1,c1ccc(N2CCOCC2)cc1,c[1*]C1CCOCC1~c[1*]N1CCOCC1
CHEMBL3265034~CHEMBL3265017,syk,8,c1ccc(C2CCOCC2)cc1,COc1ccccc1OC,c[1*]C1CCOCC1~c[1*]OC.c[2*]OC
CHEMBL3265034~CHEMBL3265037,syk,3,c1ccc(C2CCOCC2)cc1,COc1ccccc1N1CCOCC1,c[1*]C1CCOCC1~c[2*]OC.c[1*]N1CCOCC1
CHEMBL3265034~CHEMBL3265035,syk,6,c1ccc(C2CCOCC2)cc1,CN(CCO)c1ccccc1,c[1*]C1CCOCC1~c[1*]N(C)CCO
CHEMBL3265029~CHEMBL3265010,syk,9,c1ccc2[nH]ncc2c1,COc1cccc(OC)c1C(N)=O,c[1*]:cn[nH]:[2*]~c[2*]OC.c[3*]C(N)=O.c[1*]OC
CHEMBL3265029~CHEMBL3265025,syk,9,c1ccc2[nH]ncc2c1,COc1cccc2c1NC(=O)CO2,c[1*]:cn[nH]:[2*]~c[2*]NC(=O)CO[3*].c[1*]OC
CHEMBL3265029~CHEMBL3265032,syk,6,COc1ccccc1,c1ccc(N2CCOCC2)cc1,c[1*]OC~c[1*]N1CCOCC1
